date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:33:00	13362/13362	---M--	200	added ('OK')	text/css	date:Fri,%2018%20Jun%202021%2023:27:56%20GMT	https://juvenusfuturum.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/style.min.css?ver=3.19.6	C:/My%20Web%20Sites/Plantilla/juvenusfuturum.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/style.min9322.css	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:01	70199/70199	---M--	200	added ('OK')	text/css	date:Fri,%2018%20Jun%202021%2023:27:56%20GMT	https://juvenusfuturum.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/animate.min.css?ver=3.19.6	C:/My%20Web%20Sites/Plantilla/juvenusfuturum.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/animate.min9322.css	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:01	1722/1722	---M--	200	added ('OK')	text/css	date:Fri,%2018%20Jun%202021%2023:27:56%20GMT	https://juvenusfuturum.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/tooltip.min.css?ver=3.19.6	C:/My%20Web%20Sites/Plantilla/juvenusfuturum.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/tooltip.min9322.css	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:01	9845/9845	---M--	200	added ('OK')	text/css	date:Fri,%2018%20Jun%202021%2023:27:54%20GMT	https://juvenusfuturum.com/wp-content/plugins/benaa-framework/assets/css/frontend.css?ver=6.1.1	C:/My%20Web%20Sites/Plantilla/juvenusfuturum.com/wp-content/plugins/benaa-framework/assets/css/frontend6a4d.css	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:01	54238/54238	---M--	200	added ('OK')	text/css	date:Fri,%2009%20Dec%202022%2017:01:56%20GMT	https://juvenusfuturum.com/wp-content/plugins/mystickyelements/css/font-awesome.min.css?ver=2.0.7	C:/My%20Web%20Sites/Plantilla/juvenusfuturum.com/wp-content/plugins/mystickyelements/css/font-awesome.min5d0a.css	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:02	200008/200008	---M--	200	added ('OK')	text/css	date:Fri,%2009%20Dec%202022%2017:01:56%20GMT	https://juvenusfuturum.com/wp-content/plugins/mystickyelements/css/mystickyelements-front.min.css?ver=2.0.7	C:/My%20Web%20Sites/Plantilla/juvenusfuturum.com/wp-content/plugins/mystickyelements/css/mystickyelements-front.min5d0a.css	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:02	25254/25254	---M--	200	added ('OK')	text/css	date:Fri,%2009%20Dec%202022%2017:01:56%20GMT	https://juvenusfuturum.com/wp-content/plugins/mystickyelements/intl-tel-input-src/build/css/intlTelInput.css?ver=2.0.7	C:/My%20Web%20Sites/Plantilla/juvenusfuturum.com/wp-content/plugins/mystickyelements/intl-tel-input-src/build/css/intlTelInput5d0a.css	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:02	86427/86427	---M--	200	added ('OK')	text/css	date:Tue,%2006%20Dec%202022%2015:51:12%20GMT	https://juvenusfuturum.com/wp-content/plugins/jetpack/css/jetpack.css?ver=11.6	C:/My%20Web%20Sites/Plantilla/juvenusfuturum.com/wp-content/plugins/jetpack/css/jetpacke528.css	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:03	89684/89684	---M--	200	added ('OK')	application/javascript	date:Mon,%2019%20Sep%202022%2014:16:24%20GMT	https://juvenusfuturum.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.1	C:/My%20Web%20Sites/Plantilla/juvenusfuturum.com/wp-includes/js/jquery/jquery.mina7a0.js	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:03	11224/11224	---M--	200	added ('OK')	application/javascript	date:Wed,%2018%20Nov%202020%2009:06:06%20GMT	https://juvenusfuturum.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/Plantilla/juvenusfuturum.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:03	1102/1102	---M--	200	added ('OK')	application/javascript	date:Fri,%2018%20Jun%202021%2023:27:56%20GMT	https://juvenusfuturum.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/ultimate-params.min.js?ver=3.19.6	C:/My%20Web%20Sites/Plantilla/juvenusfuturum.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/ultimate-params.min9322.js	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:03	1350/1350	---M--	200	added ('OK')	application/javascript	date:Fri,%2018%20Jun%202021%2023:27:56%20GMT	https://juvenusfuturum.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/jquery-appear.min.js?ver=3.19.6	C:/My%20Web%20Sites/Plantilla/juvenusfuturum.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/jquery-appear.min9322.js	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:03	21291/21291	---M--	200	added ('OK')	application/javascript	date:Fri,%2018%20Jun%202021%2023:27:56%20GMT	https://juvenusfuturum.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/custom.min.js?ver=3.19.6	C:/My%20Web%20Sites/Plantilla/juvenusfuturum.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/custom.min9322.js	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:04	932/932	---M--	200	added ('OK')	image/png	etag:%22a82019fed4148026%22	https://i0.wp.com/juvenusfuturum.com/wp-content/uploads/2021/06/cropped-icono-juvenus-1.png?fit=32%2C32&ssl=1	C:/My%20Web%20Sites/Plantilla/i0.wp.com/juvenusfuturum.com/wp-content/uploads/2021/06/cropped-icono-juvenus-1e43b.png	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:05	7386/7386	---M--	200	added ('OK')	image/png	etag:%22b2609a819b44dfa4%22	https://i0.wp.com/juvenusfuturum.com/wp-content/uploads/2021/06/cropped-icono-juvenus-1.png?fit=192%2C192&ssl=1	C:/My%20Web%20Sites/Plantilla/i0.wp.com/juvenusfuturum.com/wp-content/uploads/2021/06/cropped-icono-juvenus-198d8.png	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:05	6990/6990	---M--	200	added ('OK')	image/png	etag:%22103e911b093c32a3%22	https://i0.wp.com/juvenusfuturum.com/wp-content/uploads/2021/06/cropped-icono-juvenus-1.png?fit=180%2C180&ssl=1	C:/My%20Web%20Sites/Plantilla/i0.wp.com/juvenusfuturum.com/wp-content/uploads/2021/06/cropped-icono-juvenus-1f9b5.png	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:05	25066/25066	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Jul%202022%2018:26:14%20GMT	https://juvenusfuturum.com/wp-content/uploads/2022/07/Logo-nuevo-en-verde.png	C:/My%20Web%20Sites/Plantilla/juvenusfuturum.com/wp-content/uploads/2022/07/Logo-nuevo-en-verde.png	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:06	141263/141263	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Jun%202021%2023:28:06%20GMT	https://juvenusfuturum.com//wp-content/uploads/2018/01/background-footer-2.jpg?id=3615	C:/My%20Web%20Sites/Plantilla/juvenusfuturum.com/wp-content/uploads/2018/01/background-footer-2db7c.jpg	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:06	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Dec%202022%2013:33:08%20GMT	https://grupoblindado.com/juvenus/wp-content/themes/benaa/assets/preset/boot-dev.css	C:/My%20Web%20Sites/Plantilla/grupoblindado.com/juvenus/wp-content/themes/benaa/assets/preset/boot-dev.2a.delayed	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:10	334207/334207	---M--	200	added ('OK')	image/png	etag:%223ebec4f6ff20386b%22	https://i0.wp.com/juvenusfuturum.com/wp-content/uploads/2022/08/IMAGEN-2.png?fit=902%2C608&ssl=1	C:/My%20Web%20Sites/Plantilla/i0.wp.com/juvenusfuturum.com/wp-content/uploads/2022/08/IMAGEN-2ae63.png	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:11	13759/13759	---M--	200	added ('OK')	image/png	etag:%22bf1e982f8263d593%22	https://i0.wp.com/juvenusfuturum.com/wp-content/uploads/2022/08/POR-QUE.png?fit=1674%2C154&ssl=1	C:/My%20Web%20Sites/Plantilla/i0.wp.com/juvenusfuturum.com/wp-content/uploads/2022/08/POR-QUEb2d4.png	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:12	4896/4896	---M--	200	added ('OK')	image/png	etag:%22398a4494f5eb068f%22	https://i0.wp.com/juvenusfuturum.com/wp-content/uploads/2022/08/icono-cabeza-1.png?fit=245%2C229&ssl=1	C:/My%20Web%20Sites/Plantilla/i0.wp.com/juvenusfuturum.com/wp-content/uploads/2022/08/icono-cabeza-1a526.png	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:12	6238/6238	---M--	200	added ('OK')	image/png	etag:%22441eb90845455719%22	https://i0.wp.com/juvenusfuturum.com/wp-content/uploads/2022/08/icono-nue.png?fit=245%2C229&ssl=1	C:/My%20Web%20Sites/Plantilla/i0.wp.com/juvenusfuturum.com/wp-content/uploads/2022/08/icono-nuea526.png	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:14	3463/3463	---M--	200	added ('OK')	image/png	etag:%22bc9a0aa5e7978e7e%22	https://i0.wp.com/juvenusfuturum.com/wp-content/uploads/2022/08/esta.png?fit=245%2C229&ssl=1	C:/My%20Web%20Sites/Plantilla/i0.wp.com/juvenusfuturum.com/wp-content/uploads/2022/08/estaa526.png	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:15	5425/5425	---M--	200	added ('OK')	image/png	etag:%22664587faed229f30%22	https://i0.wp.com/juvenusfuturum.com/wp-content/uploads/2022/08/CONT.png?fit=245%2C229&ssl=1	C:/My%20Web%20Sites/Plantilla/i0.wp.com/juvenusfuturum.com/wp-content/uploads/2022/08/CONTa526.png	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:16	12003/12003	---M--	200	added ('OK')	image/png	etag:%22a3d9e3b1fe1ca14b%22	https://i0.wp.com/juvenusfuturum.com/wp-content/uploads/2022/08/asasas.png?fit=245%2C229&ssl=1	C:/My%20Web%20Sites/Plantilla/i0.wp.com/juvenusfuturum.com/wp-content/uploads/2022/08/asasasa526.png	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:17	3965/3965	---M--	200	added ('OK')	image/png	etag:%22f8aaf4a8dba4fa80%22	https://i0.wp.com/juvenusfuturum.com/wp-content/uploads/2022/08/licen.png?fit=245%2C229&ssl=1	C:/My%20Web%20Sites/Plantilla/i0.wp.com/juvenusfuturum.com/wp-content/uploads/2022/08/licena526.png	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:22	12980/12980	---M--	200	added ('OK')	image/png	etag:%22806c73924e47e10f%22	https://i0.wp.com/juvenusfuturum.com/wp-content/uploads/2022/07/Logo-nuevo-en-verde.png?ssl=1	C:/My%20Web%20Sites/Plantilla/i0.wp.com/juvenusfuturum.com/wp-content/uploads/2022/07/Logo-nuevo-en-verdeeb45.png	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:22	660813/660813	---M--	200	added ('OK')	image/png	etag:%22053c2bcc4b69688f%22	https://i0.wp.com/juvenusfuturum.com/wp-content/uploads/2022/08/Capital-Bienvenida.pngasasas.png?fit=2089%2C1057&ssl=1	C:/My%20Web%20Sites/Plantilla/i0.wp.com/juvenusfuturum.com/wp-content/uploads/2022/08/Capital-Bienvenida.pngasasas0fe7.png	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:22	939/939	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Jun%202021%2023:28:00%20GMT	https://juvenusfuturum.com/wp-content/plugins/wordpress-social-login/assets/img/32x32/wpzoom//facebook.png	C:/My%20Web%20Sites/Plantilla/juvenusfuturum.com/wp-content/plugins/wordpress-social-login/assets/img/32x32/wpzoom/facebook.png	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:23	881/881	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Jun%202021%2023:28:00%20GMT	https://juvenusfuturum.com/wp-content/plugins/wordpress-social-login/assets/img/32x32/wpzoom//google.png	C:/My%20Web%20Sites/Plantilla/juvenusfuturum.com/wp-content/plugins/wordpress-social-login/assets/img/32x32/wpzoom/google.png	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:23	946/946	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Jun%202021%2023:28:00%20GMT	https://juvenusfuturum.com/wp-content/plugins/wordpress-social-login/assets/img/32x32/wpzoom//twitter.png	C:/My%20Web%20Sites/Plantilla/juvenusfuturum.com/wp-content/plugins/wordpress-social-login/assets/img/32x32/wpzoom/twitter.png	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:23	9312/9312	---M--	200	added ('OK')	text/css	date:Fri,%2018%20Jun%202021%2023:27:56%20GMT	https://juvenusfuturum.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/background-style.min.css?ver=3.19.6	C:/My%20Web%20Sites/Plantilla/juvenusfuturum.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/background-style.min9322.css	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:23	51880/51880	---M--	200	added ('OK')	text/css	date:Fri,%2018%20Jun%202021%2023:27:58%20GMT	https://juvenusfuturum.com/wp-content/plugins/js_composer/assets/lib/bower/animate-css/animate.min.css?ver=6.5.0	C:/My%20Web%20Sites/Plantilla/juvenusfuturum.com/wp-content/plugins/js_composer/assets/lib/bower/animate-css/animate.mine6df.css	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:24	4184/4184	---M--	200	added ('OK')	application/javascript	date:Wed,%2014%20Dec%202022%2016:12:12%20GMT	https://juvenusfuturum.com/wp-content/plugins/creative-mail-by-constant-contact/assets/js/block/submit.js?ver=1671034332	C:/My%20Web%20Sites/Plantilla/juvenusfuturum.com/wp-content/plugins/creative-mail-by-constant-contact/assets/js/block/submitd382.js	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:24	685/685	---M--	200	added ('OK')	application/javascript	date:Tue,%2006%20Dec%202022%2015:51:20%20GMT	https://juvenusfuturum.com/wp-content/plugins/jetpack/_inc/build/photon/photon.min.js?ver=20191001	C:/My%20Web%20Sites/Plantilla/juvenusfuturum.com/wp-content/plugins/jetpack/_inc/build/photon/photon.min1c52.js	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:24	10565/10565	---M--	200	added ('OK')	application/javascript	date:Fri,%2016%20Dec%202022%2016:00:27%20GMT	https://juvenusfuturum.com/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.7.1	C:/My%20Web%20Sites/Plantilla/juvenusfuturum.com/wp-content/plugins/contact-form-7/includes/swv/js/indexa78f.js	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:24	12652/12652	---M--	200	added ('OK')	application/javascript	date:Fri,%2016%20Dec%202022%2016:00:27%20GMT	https://juvenusfuturum.com/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.7.1	C:/My%20Web%20Sites/Plantilla/juvenusfuturum.com/wp-content/plugins/contact-form-7/includes/js/indexa78f.js	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:25	49936/49936	---M--	200	added ('OK')	application/javascript	date:Thu,%2015%20Dec%202022%2015:47:59%20GMT	https://juvenusfuturum.com/wp-content/plugins/essential-real-estate/public/assets/packages/light-gallery/js/lightgallery-all.min.js?ver=1.2.18	C:/My%20Web%20Sites/Plantilla/juvenusfuturum.com/wp-content/plugins/essential-real-estate/public/assets/packages/light-gallery/js/lightgallery-all.min8d77.js	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:25	23261/23261	---M--	200	added ('OK')	application/javascript	date:Thu,%2015%20Dec%202022%2015:48:00%20GMT	https://juvenusfuturum.com/wp-content/plugins/essential-real-estate/public/assets/js/jquery.validate.min.js?ver=1.17.0	C:/My%20Web%20Sites/Plantilla/juvenusfuturum.com/wp-content/plugins/essential-real-estate/public/assets/js/jquery.validate.min2c75.js	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:25	5629/5629	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20Jun%202020%2018:53:27%20GMT	https://juvenusfuturum.com/wp-includes/js/imagesloaded.min.js?ver=4.1.4	C:/My%20Web%20Sites/Plantilla/juvenusfuturum.com/wp-includes/js/imagesloaded.mineda1.js	(from https://juvenusfuturum.com/juvenus-capital/)
08:33:25	9937/9937	---M--	200	added ('OK')	application/javascript	date:Thu,%2015%20Dec%202022%2015:48:00%20GMT	https://juvenusfuturum.com/wp-content/plugins/essential-real-estate/public/assets/js/infobox.min.js?ver=1.1.13	C:/My%20Web%20Sites/Plantilla/juvenusfuturum.com/wp-content/plugins/essential-real-estate/public/assets/js/infobox.min576c.js	(from https://juvenusfuturum.com/juvenus-capital/)
